profile,household_index,origin_index,timestamp_utc,horizon_step,actual_kwh,q10_kwh,median_kwh,q90_kwh,seasonal_naive_kwh
p10,796,7834,2013-11-25T12:00:00,51,0.01600000075995922,0.045545727014541626,0.19158680737018585,0.34868624806404114,0.23600000143051147
p10,796,7834,2013-11-25T13:00:00,52,0.22499999403953552,0.05917580425739288,0.2004270702600479,0.33994242548942566,0.2680000066757202
p10,796,7834,2013-11-25T14:00:00,53,0.13099999725818634,0.07839934527873993,0.18502894043922424,0.3196259140968323,0.14100000262260437
p10,796,7834,2013-11-25T15:00:00,54,0.37700000405311584,0.11210484057664871,0.19142606854438782,0.33094143867492676,0.12300000339746475
p10,796,7834,2013-11-25T16:00:00,55,0.20999999344348907,0.15101805329322815,0.25893351435661316,0.3920195698738098,0.4050000011920929
p10,796,7834,2013-11-25T17:00:00,56,0.2619999945163727,0.22035783529281616,0.3171827793121338,0.4314953684806824,0.2240000069141388
p10,796,7834,2013-11-25T18:00:00,57,0.3089999854564667,0.2680630683898926,0.3764607310295105,0.5081323385238647,0.36000001430511475
p10,796,7834,2013-11-25T19:00:00,58,0.5,0.2634339928627014,0.38494735956192017,0.4957881569862366,0.42800000309944153
p10,796,7834,2013-11-25T20:00:00,59,0.2619999945163727,0.2267228066921234,0.31383955478668213,0.4963024854660034,0.23199999332427979
p10,796,7834,2013-11-25T21:00:00,60,0.3240000009536743,0.25822627544403076,0.3944627046585083,0.4896160364151001,0.44999998807907104
p10,796,7834,2013-11-25T22:00:00,61,0.39100000262260437,0.12411151826381683,0.27108484506607056,0.3753034472465515,0.25999999046325684
p10,796,7834,2013-11-25T23:00:00,62,0.11800000071525574,0.012563526630401611,0.030244044959545135,0.12640999257564545,0.00800000037997961
p10,796,7834,2013-11-26T00:00:00,63,0.0,0.01024898886680603,0.020214371383190155,0.0471530482172966,0.035999998450279236
p10,796,7834,2013-11-26T01:00:00,64,0.03200000151991844,0.00742010772228241,0.015135243535041809,0.039887964725494385,0.0
p10,796,7834,2013-11-26T02:00:00,65,0.0,0.00793445110321045,0.017385482788085938,0.04252396523952484,0.035999998450279236
p10,796,7834,2013-11-26T03:00:00,66,0.03400000184774399,0.008834540843963623,0.01963573694229126,0.04496709257364273,0.013000000268220901
p10,796,7834,2013-11-26T04:00:00,67,0.007000000216066837,0.00973464548587799,0.021628811955451965,0.05731131136417389,0.029999999329447746
p10,796,7834,2013-11-26T05:00:00,68,0.03400000184774399,0.004591226577758789,0.034487366676330566,0.13633519411087036,0.04100000113248825
p10,796,7834,2013-11-26T06:00:00,69,0.0,0.07164860516786575,0.24890384078025818,0.39613431692123413,0.32899999618530273
p10,796,7834,2013-11-26T07:00:00,70,0.3540000021457672,0.10819905996322632,0.2654913663864136,0.3686169981956482,0.23499999940395355
p10,796,7834,2013-11-26T08:00:00,71,0.1720000058412552,0.06939835846424103,0.17962834239006042,0.29609474539756775,0.13500000536441803
p10,796,7834,2013-11-26T09:00:00,72,0.11699999868869781,0.02760804444551468,0.06592654436826706,0.17953190207481384,0.029999999329447746
p10,796,7834,2013-11-26T10:00:00,73,0.05000000074505806,0.023429006338119507,0.05036769062280655,0.17956405878067017,0.04100000113248825
p10,796,7834,2013-11-26T11:00:00,74,0.04399999976158142,0.020085781812667847,0.10180191695690155,0.3032955527305603,0.007000000216066837
p10,796,7834,2013-11-26T12:00:00,75,0.14499999582767487,0.042331092059612274,0.18817928433418274,0.3465002775192261,0.1720000058412552
p10,796,7834,2013-11-26T13:00:00,76,0.13099999725818634,0.05563969910144806,0.19914120435714722,0.33724212646484375,0.16500000655651093
p10,796,7834,2013-11-26T14:00:00,77,0.27900001406669617,0.07164860516786575,0.18377523124217987,0.3156397342681885,0.13099999725818634
p10,796,7834,2013-11-26T15:00:00,78,0.19499999284744263,0.10649529099464417,0.1873113363981247,0.3238692283630371,0.1979999989271164
p10,796,7834,2013-11-26T16:00:00,79,0.2770000100135803,0.14213359355926514,0.24935388565063477,0.385204553604126,0.30799999833106995
p10,796,7834,2013-11-26T17:00:00,80,0.2669999897480011,0.21007098257541656,0.3108820915222168,0.4255804419517517,0.2809999883174896
p10,796,7834,2013-11-26T18:00:00,81,0.289000004529953,0.25944784283638,0.3673311471939087,0.5014458894729614,0.2939999997615814
p10,796,7834,2013-11-26T19:00:00,82,0.45500001311302185,0.2604122459888458,0.38597607612609863,0.4921877384185791,0.4569999873638153
p10,796,7834,2013-11-26T20:00:00,83,0.2409999966621399,0.22138652205467224,0.30882471799850464,0.4883301854133606,0.25999999046325684
p10,796,7834,2013-11-26T21:00:00,84,0.42500001192092896,0.2527613937854767,0.39111948013305664,0.4885873794555664,0.3330000042915344
p10,796,7834,2013-11-26T22:00:00,85,0.2549999952316284,0.11666963249444962,0.26851314306259155,0.3713173270225525,0.36000001430511475
p10,796,7834,2013-11-26T23:00:00,86,0.04600000008940697,0.012177765369415283,0.03005116432905197,0.1229703277349472,0.0820000022649765
p10,796,7834,2013-11-27T00:00:00,87,0.02500000037252903,0.01024898886680603,0.020214371383190155,0.046960167586803436,0.03400000184774399
p10,796,7834,2013-11-27T01:00:00,88,0.026000000536441803,0.00742010772228241,0.015135243535041809,0.03982367366552353,0.010999999940395355
p10,796,7834,2013-11-27T02:00:00,89,0.007000000216066837,0.00793445110321045,0.0175783634185791,0.04252396523952484,0.024000000208616257
p10,796,7834,2013-11-27T03:00:00,90,0.03400000184774399,0.008834540843963623,0.01963573694229126,0.04496709257364273,0.017000000923871994
p10,796,7834,2013-11-27T04:00:00,91,0.007000000216066837,0.00973464548587799,0.021885983645915985,0.058275699615478516,0.017000000923871994
p10,796,7834,2013-11-27T05:00:00,92,0.11900000274181366,0.004205465316772461,0.03468024730682373,0.14054234325885773,0.09300000220537186
p10,796,7834,2013-11-27T06:00:00,93,0.210999995470047,0.07242012023925781,0.25166842341423035,0.39677727222442627,0.2919999957084656
p10,796,7834,2013-11-27T07:00:00,94,0.35199999809265137,0.10549876093864441,0.2647198438644409,0.36784547567367554,0.36399999260902405
p10,796,7834,2013-11-27T08:00:00,95,0.22100000083446503,0.06631229817867279,0.1780853271484375,0.2941659688949585,0.17900000512599945
p10,796,7834,2013-11-27T09:00:00,96,0.09399999678134918,0.02773662656545639,0.06547649204730988,0.17811746895313263,0.024000000208616257
p10,796,7834,2013-11-27T10:00:00,97,0.035999998450279236,0.024007648229599,0.04985334724187851,0.1743563413619995,0.04500000178813934
p10,796,7834,2013-11-27T11:00:00,98,0.03700000047683716,0.01970002055168152,0.09556552022695541,0.29493746161460876,0.06400000303983688
p10,796,7834,2013-11-27T12:00:00,99,0.08799999952316284,0.03930933028459549,0.18332518637180328,0.3454716205596924,0.3319999873638153
p10,796,7834,2013-11-27T13:00:00,100,0.12800000607967377,0.05416096746921539,0.19904476404190063,0.33839941024780273,0.3050000071525574
p10,796,7834,2013-11-27T14:00:00,101,0.21899999678134918,0.07023416459560394,0.18525396287441254,0.3183400630950928,0.14800000190734863
p10,796,7834,2013-11-27T15:00:00,102,0.17000000178813934,0.10447007417678833,0.1883721649646759,0.32592660188674927,0.16200000047683716
p10,796,7834,2013-11-27T16:00:00,103,0.20399999618530273,0.13887475430965424,0.24806803464889526,0.384047269821167,0.34700000286102295
p10,796,7834,2013-11-27T17:00:00,104,0.3009999990463257,0.205891951918602,0.31011056900024414,0.42223721742630005,0.2809999883174896
p10,796,7834,2013-11-27T18:00:00,105,0.33500000834465027,0.25469017028808594,0.3633449971675873,0.49321645498275757,0.31700000166893005
p10,796,7834,2013-11-27T19:00:00,106,0.3919999897480011,0.25681185722351074,0.384047269821167,0.4911590814590454,0.4410000145435333
p10,796,7834,2013-11-27T20:00:00,107,0.25600001215934753,0.21778611838817596,0.3067673444747925,0.48627281188964844,0.2540000081062317
p10,796,7834,2013-11-27T21:00:00,108,0.41999998688697815,0.24890384078025818,0.3897050619125366,0.4885873794555664,0.414000004529953
p10,796,7834,2013-11-27T22:00:00,109,0.2290000021457672,0.1147729903459549,0.2680630683898926,0.3710601329803467,0.24799999594688416
p10,796,7834,2013-11-27T23:00:00,110,0.03500000014901161,0.012049183249473572,0.02966541051864624,0.12454549968242645,0.07699999958276749
p10,796,7834,2013-11-28T00:00:00,111,0.0,0.01024898886680603,0.02027866244316101,0.0471530482172966,0.03200000151991844
p10,796,7834,2013-11-28T01:00:00,112,0.03500000014901161,0.00742010772228241,0.015199527144432068,0.039887964725494385,0.004000000189989805
p10,796,7834,2013-11-28T02:00:00,113,0.009999999776482582,0.00793445110321045,0.017642661929130554,0.04265255481004715,0.03500000014901161
p10,796,7834,2013-11-28T03:00:00,114,0.02500000037252903,0.008963137865066528,0.01976431906223297,0.04522426426410675,0.0
p10,796,7834,2013-11-28T04:00:00,115,0.03799999877810478,0.009863227605819702,0.02220744639635086,0.05917580425739288,0.04100000113248825
p10,796,7834,2013-11-28T05:00:00,116,0.004000000189989805,0.003819704055786133,0.03468024730682373,0.14435245096683502,0.0860000029206276
p10,796,7834,2013-11-28T06:00:00,117,0.032999999821186066,0.07274158298969269,0.2540472447872162,0.39909178018569946,0.2160000056028366
p10,796,7834,2013-11-28T07:00:00,118,0.2939999997615814,0.10456651449203491,0.2641412317752838,0.36823123693466187,0.2630000114440918
p10,796,7834,2013-11-28T08:00:00,119,0.32899999618530273,0.0638691782951355,0.17602795362472534,0.29352301359176636,0.24300000071525574
p10,796,7834,2013-11-28T09:00:00,120,0.14900000393390656,0.02799379825592041,0.06438351422548294,0.17654229700565338,0.12999999523162842
p10,796,7834,2013-11-28T10:00:00,121,0.020999999716877937,0.024329110980033875,0.050046227872371674,0.17491890490055084,0.039000000804662704
p10,796,7834,2013-11-28T11:00:00,122,0.09099999815225601,0.02002149075269699,0.09604771435260773,0.2945517301559448,0.11800000071525574
p10,796,7834,2013-11-28T12:00:00,123,0.16200000047683716,0.03840923309326172,0.1817178577184677,0.34611451625823975,0.19499999284744263
p10,796,7834,2013-11-28T13:00:00,124,0.23800000548362732,0.05409666895866394,0.19920550286769867,0.34097111225128174,0.13099999725818634
p10,796,7834,2013-11-28T14:00:00,125,0.1469999998807907,0.07197006791830063,0.1869577169418335,0.3225833773612976,0.2529999911785126
p10,796,7834,2013-11-28T15:00:00,126,0.008999999612569809,0.10511299967765808,0.19132962822914124,0.33055567741394043,0.11500000208616257
p10,796,7834,2013-11-28T16:00:00,127,0.035999998450279236,0.13927657902240753,0.2497396469116211,0.3843044638633728,0.414000004529953
p10,796,7834,2013-11-28T17:00:00,128,0.01600000075995922,0.20547404885292053,0.3107534945011139,0.41966545581817627,0.27300000190734863
p10,796,7834,2013-11-28T18:00:00,129,0.0430000014603138,0.2525685131549835,0.3611590266227722,0.48627281188964844,0.2919999957084656
p10,796,7834,2013-11-28T19:00:00,130,0.3160000145435333,0.255718857049942,0.3855903148651123,0.4909018874168396,0.43799999356269836
p10,796,7834,2013-11-28T20:00:00,131,0.3580000102519989,0.21585732698440552,0.3056100606918335,0.48524415493011475,0.24699999392032623
p10,796,7834,2013-11-28T21:00:00,132,0.4519999921321869,0.2471679151058197,0.390347957611084,0.4896160364151001,0.44600000977516174
p10,796,7834,2013-11-28T22:00:00,133,0.23000000417232513,0.11777868121862411,0.27095627784729004,0.37440335750579834,0.21899999678134918
p10,796,7834,2013-11-28T23:00:00,134,0.013000000268220901,0.012177765369415283,0.029729701578617096,0.13054080307483673,0.0
p10,796,7834,2013-11-29T00:00:00,135,0.03400000184774399,0.010377570986747742,0.020407244563102722,0.04792456328868866,0.03400000184774399
p10,796,7834,2013-11-29T01:00:00,136,0.0,0.007548689842224121,0.015585288405418396,0.04046659916639328,0.0
p10,796,7834,2013-11-29T02:00:00,137,0.03400000184774399,0.008191615343093872,0.01796412467956543,0.043102607131004333,0.032999999821186066
p10,796,7834,2013-11-29T03:00:00,138,0.014000000432133675,0.009220302104949951,0.019957199692726135,0.045674316585063934,0.004999999888241291
p10,796,7834,2013-11-29T04:00:00,139,0.10499999672174454,0.010120406746864319,0.022336028516292572,0.06104028970003128,0.03400000184774399
p10,796,7834,2013-11-29T05:00:00,140,0.47600001096725464,0.0033053606748580933,0.031915657222270966,0.15828314423561096,0.019999999552965164
p10,796,7834,2013-11-29T06:00:00,141,0.28999999165534973,0.07704919576644897,0.26767730712890625,0.4188939929008484,0.4020000100135803
p10,796,7834,2013-11-29T07:00:00,142,0.257999986410141,0.10414861142635345,0.2674844563007355,0.3753034472465515,0.30000001192092896
p10,796,7834,2013-11-29T08:00:00,143,0.012000000104308128,0.06914118677377701,0.18152499198913574,0.3070245087146759,0.20900000631809235
p10,796,7834,2013-11-29T09:00:00,144,0.039000000804662704,0.02979399263858795,0.0664408877491951,0.19460856914520264,0.05299999937415123
p10,796,7834,2013-11-29T10:00:00,145,0.02500000037252903,0.025486379861831665,0.051332078874111176,0.17372947931289673,0.05000000074505806
p10,796,7834,2013-11-29T11:00:00,146,0.013000000268220901,0.02117875963449478,0.09434396028518677,0.28722232580184937,0.1589999943971634
p10,796,7834,2013-11-29T12:00:00,147,0.035999998450279236,0.037959180772304535,0.17769956588745117,0.3456001877784729,0.24400000274181366
p10,796,7834,2013-11-29T13:00:00,148,0.006000000052154064,0.05988302081823349,0.20724210143089294,0.34894341230392456,0.2759999930858612
p10,796,7834,2013-11-29T14:00:00,149,0.03799999877810478,0.08495721220970154,0.2023879885673523,0.34097111225128174,0.296999990940094
p10,796,7834,2013-11-29T15:00:00,150,0.006000000052154064,0.11482121050357819,0.21367138624191284,0.35395824909210205,0.3100000023841858
p10,796,7834,2013-11-29T16:00:00,151,0.03500000014901161,0.15189805626869202,0.2697346806526184,0.3929196894168854,0.25600001215934753
p10,796,7834,2013-11-29T17:00:00,152,0.4300000071525574,0.21842904388904572,0.32824113965034485,0.4237802028656006,0.34700000286102295
p10,796,7834,2013-11-29T18:00:00,153,0.4259999990463257,0.2584834694862366,0.37633216381073,0.4831867814064026,0.36000001430511475
p10,796,7834,2013-11-29T19:00:00,154,0.4580000042915344,0.2492895871400833,0.37954676151275635,0.5053035020828247,0.4309999942779541
p10,796,7834,2013-11-29T20:00:00,155,0.28600001335144043,0.2171431928873062,0.31808286905288696,0.5137901306152344,0.24799999594688416
p10,796,7834,2013-11-29T21:00:00,156,0.4059999883174896,0.24279600381851196,0.39381977915763855,0.4973312020301819,0.3529999852180481
p10,796,7834,2013-11-29T22:00:00,157,0.20999999344348907,0.12020573019981384,0.28182172775268555,0.38893353939056396,0.3930000066757202
p10,796,7834,2013-11-29T23:00:00,158,0.017999999225139618,0.012692108750343323,0.03275146335363388,0.17003265023231506,0.04899999871850014
p10,796,7834,2013-11-30T00:00:00,159,0.01600000075995922,0.010634750127792358,0.02092158794403076,0.05216788500547409,0.0010000000474974513
p10,796,7834,2013-11-30T01:00:00,160,0.03400000184774399,0.007805854082107544,0.016999736428260803,0.042073920369148254,0.032999999821186066
p10,796,7834,2013-11-30T02:00:00,161,0.008999999612569809,0.008320197463035583,0.018349885940551758,0.044002704322338104,0.0
p10,796,7834,2013-11-30T03:00:00,162,0.032999999821186066,0.009348884224891663,0.0201500803232193,0.04599577933549881,0.03400000184774399
p10,796,7834,2013-11-30T04:00:00,163,0.0,0.010377570986747742,0.02207886427640915,0.053260862827301025,0.0
p10,796,7834,2013-11-30T05:00:00,164,0.03400000184774399,0.004334047436714172,0.024200521409511566,0.09649776667356491,0.054999999701976776
p10,796,7834,2013-11-30T06:00:00,165,0.0,-0.00196664035320282,0.058790042996406555,0.32284054160118103,0.0
p10,796,7834,2013-11-30T07:00:00,166,0.03400000184774399,0.053003691136837006,0.2451748549938202,0.42840927839279175,0.03400000184774399
p10,796,7834,2013-11-30T08:00:00,167,0.2750000059604645,0.0829319879412651,0.23270204663276672,0.385204553604126,0.3569999933242798
p10,796,7834,2013-11-30T09:00:00,168,0.2409999966621399,0.034101612865924835,0.10720251500606537,0.27455663681030273,0.15800000727176666
median,609,7834,2013-11-23T10:00:00,1,0.42100000381469727,0.12796145677566528,0.38682955503463745,0.8964487910270691,0.8500000238418579
median,609,7834,2013-11-23T11:00:00,2,0.722000002861023,0.14344610273838043,0.41630029678344727,0.9543913006782532,0.3310000002384186
median,609,7834,2013-11-23T12:00:00,3,0.42100000381469727,0.1544351875782013,0.4506412148475647,1.0273189544677734,0.5730000138282776
median,609,7834,2013-11-23T13:00:00,4,0.1679999977350235,0.16486233472824097,0.5181992053985596,1.0867599248886108,1.1119999885559082
median,609,7834,2013-11-23T14:00:00,5,0.45500001311302185,0.14569386839866638,0.45413774251937866,0.9978481531143188,0.5619999766349792
median,609,7834,2013-11-23T15:00:00,6,0.6769999861717224,0.1441953480243683,0.41511398553848267,0.8669780492782593,0.2919999957084656
median,609,7834,2013-11-23T16:00:00,7,0.8999999761581421,0.18952536582946777,0.47786420583724976,0.8295152187347412,0.7639999985694885
median,609,7834,2013-11-23T17:00:00,8,1.88100004196167,0.30338892340660095,0.578264594078064,0.9089363813400269,0.5299999713897705
median,609,7834,2013-11-23T18:00:00,9,0.5239999890327454,0.4384033679962158,0.6207224130630493,1.085261344909668,0.5659999847412109
median,609,7834,2013-11-23T19:00:00,10,0.6980000138282776,0.43465709686279297,0.5802625417709351,1.0083377361297607,0.527999997138977
median,609,7834,2013-11-23T20:00:00,11,0.5320000052452087,0.40131518244743347,0.543424129486084,0.9723734259605408,0.5059999823570251
median,609,7834,2013-11-23T21:00:00,12,0.4350000023841858,0.3586699962615967,0.49472248554229736,0.9184269905090332,0.4269999861717224
median,609,7834,2013-11-23T22:00:00,13,0.34200000762939453,0.28185561299324036,0.4167998135089874,0.7918026447296143,0.3709999918937683
median,609,7834,2013-11-23T23:00:00,14,0.3580000102519989,0.17703776061534882,0.29147887229919434,0.6059870719909668,0.2770000100135803
median,609,7834,2013-11-24T00:00:00,15,0.38100001215934753,0.10223698616027832,0.2181219756603241,0.429412305355072,0.36899998784065247
median,609,7834,2013-11-24T01:00:00,16,0.36500000953674316,0.08313095569610596,0.13695253431797028,0.2544921338558197,0.24400000274181366
median,609,7834,2013-11-24T02:00:00,17,0.164000004529953,0.07838566601276398,0.11035393178462982,0.17229247093200684,0.1679999977350235
median,609,7834,2013-11-24T03:00:00,18,0.12700000405311584,0.07676227390766144,0.09686732292175293,0.13682766258716583,0.0860000029206276
median,609,7834,2013-11-24T04:00:00,19,0.11999999731779099,0.07638764381408691,0.09099814295768738,0.12246692180633545,0.09200000017881393
median,609,7834,2013-11-24T05:00:00,20,0.11100000143051147,0.07501401007175446,0.08999913930892944,0.12783658504486084,0.09600000083446503
median,609,7834,2013-11-24T06:00:00,21,0.1080000028014183,0.07076822221279144,0.1069822907447815,0.2096928507089615,0.09099999815225601
median,609,7834,2013-11-24T07:00:00,22,0.1340000033378601,0.0751388818025589,0.15905560553073883,0.5122051239013672,0.11400000005960464
median,609,7834,2013-11-24T08:00:00,23,0.30000001192092896,0.13383063673973083,0.3319465219974518,0.6766669154167175,0.4169999957084656
median,609,7834,2013-11-24T09:00:00,24,0.1589999943971634,0.08900013566017151,0.2370719313621521,0.7535905838012695,0.10999999940395355
median,609,7834,2013-11-24T10:00:00,25,0.2840000092983246,0.12446492910385132,0.4236679971218109,0.9863595366477966,2.808000087738037
median,609,7834,2013-11-24T11:00:00,26,0.48100000619888306,0.13957494497299194,0.40999406576156616,0.882962167263031,0.4869999885559082
median,609,7834,2013-11-24T12:00:00,27,0.9829999804496765,0.1475670039653778,0.4241675138473511,0.9289165735244751,0.34200000762939453
median,609,7834,2013-11-24T13:00:00,28,0.8119999766349792,0.15543419122695923,0.4698721170425415,0.9773684740066528,0.550000011920929
median,609,7834,2013-11-24T14:00:00,29,0.8479999899864197,0.1529366821050644,0.47599107027053833,0.9658798575401306,0.2980000078678131
median,609,7834,2013-11-24T15:00:00,30,0.6330000162124634,0.15543419122695923,0.4668751060962677,0.9244210124015808,0.9240000247955322
median,609,7834,2013-11-24T16:00:00,31,0.2639999985694885,0.1854044497013092,0.4846075177192688,0.9059393405914307,0.6150000095367432
median,609,7834,2013-11-24T17:00:00,32,0.5130000114440918,0.29283079504966736,0.6249681711196899,1.1641831398010254,0.4959999918937683
median,609,7834,2013-11-24T18:00:00,33,0.5170000195503235,0.4478939473628998,0.768325924873352,1.4643850326538086,1.2309999465942383
median,609,7834,2013-11-24T19:00:00,34,0.7059999704360962,0.4380287528038025,0.6494439244270325,1.2980501651763916,0.6259999871253967
median,609,7834,2013-11-24T20:00:00,35,0.4749999940395355,0.40424975752830505,0.6067363023757935,1.2421057224273682,1.0069999694824219
median,609,7834,2013-11-24T21:00:00,36,0.621999979019165,0.3527696132659912,0.5497928261756897,1.2316161394119263,2.0190000534057617
median,609,7834,2013-11-24T22:00:00,37,0.6919999718666077,0.26349881291389465,0.4187978208065033,1.0143318176269531,0.3700000047683716
median,609,7834,2013-11-24T23:00:00,38,0.4790000021457672,0.1574322134256363,0.288950115442276,0.7353586554527283,0.26100000739097595
